"date","close","volume","open","high","low"
"2016/12/30","197.5100","4276072.0000","198.2500","198.2700","196.9200"
"2016/12/29","197.9900","3017428.0000","197.9900","198.5200","197.6300"
"2016/12/28","198.0800","3816228.0000","199.5200","199.5600","198.0000"
"2016/12/27","199.2100","2340621.0000","199.1600","199.5400","199.1300"
"2016/12/23","199.0500","1373278.0000","198.9600","199.0600","198.7300"
"2016/12/22","198.9700","2250039.0000","199.1000","199.1700","198.5789"
"2016/12/21","199.1600","2522011.0000","199.4300","199.6100","199.1400"
"2016/12/20","199.4200","3060861.0000","199.1600","199.6100","199.0600"
"2016/12/19","198.6000","2728214.0000","198.3000","198.9000","198.2100"
"2016/12/16","198.1900","4466390.0000","198.7000","198.9660","197.9400"
"2016/12/15","198.6600","6009082.0000","198.5400","199.6800","198.3400"
"2016/12/14","198.1400","7448192.0000","198.9700","199.8300","197.6100"
"2016/12/13","199.2300","5355329.0000","198.9600","199.7200","198.6401"
"2016/12/12","198.0800","3789886.0000","197.8400","198.3900","197.6800"
"2016/12/09","197.6900","4386653.0000","196.4400","197.7200","196.3700"
"2016/12/08","196.2800","7030224.0000","195.8300","196.8000","195.4100"
"2016/12/07","195.4800","7224468.0000","192.4700","195.6900","192.4200"
"2016/12/06","192.4900","2668130.0000","192.1600","192.5700","191.8700"
"2016/12/05","192.2200","2922826.0000","192.4800","192.7800","191.8900"
"2016/12/02","191.7400","2773025.0000","191.9100","191.9800","191.4300"
"2016/12/01","191.9000","8322119.0000","191.8400","192.1600","191.5700"
"2016/11/30","191.4000","4772447.0000","191.9700","192.2500","191.3400"
"2016/11/29","191.1900","2263758.0000","190.8300","191.4200","190.6800"
"2016/11/28","190.7800","3155286.0000","190.9300","191.2100","190.5200"
"2016/11/25","191.3000","1547109.0000","191.0900","191.3400","190.9800"
"2016/11/23","190.5900","2465678.0000","189.9300","190.6400","189.8700"
"2016/11/22","190.0200","2754332.0000","189.9200","190.2500","189.4160"
"2016/11/21","189.3400","2994588.0000","188.8800","189.4100","188.6000"
"2016/11/18","188.4600","4357576.0000","188.9000","188.9599","188.3200"
"2016/11/17","189.3000","4207968.0000","189.0900","189.3300","188.7399"
"2016/11/16","188.9800","3457457.0000","188.7900","189.1800","188.5300"
"2016/11/15","189.3400","3747775.0000","188.7600","189.3500","188.1400"
"2016/11/14","188.7700","4795206.0000","189.1100","189.3900","188.2000"
"2016/11/11","188.4700","5003454.0000","187.9500","188.6299","187.4100"
"2016/11/10","188.1300","8738980.0000","186.8300","188.8200","186.3500"
"2016/11/09","185.9600","8342255.0000","181.9300","186.5500","181.7500"
"2016/11/08","183.3800","3431660.0000","182.2000","184.0400","182.0200"
"2016/11/07","182.3600","3394986.0000","181.1700","182.4500","181.0500"
"2016/11/04","178.7100","4332859.0000","179.1100","179.6700","178.6400"
"2016/11/03","179.1100","1966294.0000","179.7000","179.8900","178.8400"
"2016/11/02","179.3500","3526989.0000","179.6600","180.2100","179.0500"
"2016/11/01","180.1200","3620633.0000","181.5200","181.5200","179.1400"
"2016/10/31","181.1700","1414416.0000","181.5800","181.7000","181.0500"
"2016/10/28","181.3600","3726582.0000","181.8200","182.3200","180.6700"
"2016/10/27","181.5300","2019509.0000","182.3000","182.3500","181.2300"
"2016/10/26","181.7700","5373594.0000","180.6000","182.1200","180.3500"
"2016/10/25","181.4800","3347565.0000","181.8200","182.1700","181.2500"
"2016/10/24","181.9600","1903977.0000","182.3600","182.5000","181.6500"
"2016/10/21","181.2200","5606744.0000","180.6000","181.4500","180.2300"
"2016/10/20","181.5400","2358628.0000","181.7200","182.4500","181.2200"
"2016/10/19","182.0000","1503179.0000","181.8500","182.4100","181.5700"
"2016/10/18","181.3700","1717672.0000","181.9400","182.1000","181.1200"
"2016/10/17","180.7200","1799993.0000","181.1700","181.5100","180.4500"
"2016/10/14","181.2900","2696624.0000","182.0000","182.4600","181.2100"
"2016/10/13","180.8400","3458469.0000","180.1300","181.2200","179.4300"
"2016/10/12","181.3700","1917084.0000","181.0000","181.8000","180.6600"
"2016/10/11","181.2000","3949474.0000","182.8600","182.8900","180.4500"
"2016/10/10","183.1200","1878522.0000","183.2000","183.8500","183.0400"
"2016/10/07","182.2200","2523248.0000","182.8000","182.9900","181.3200"
"2016/10/06","182.5200","2359844.0000","182.3400","182.7400","181.4700"
"2016/10/05","182.6600","1817248.0000","182.1600","183.0180","182.1100"
"2016/10/04","181.4800","2808953.0000","182.6200","182.9300","180.9350"
"2016/10/03","182.3200","1987734.0000","182.3100","182.5700","181.7800"
"2016/09/30","182.7800","4582317.0000","182.1300","183.4350","181.9700"
"2016/09/29","181.2200","3376184.0000","182.8200","183.4200","180.6500"
"2016/09/28","183.1000","6411815.0000","182.3600","183.2300","181.5200"
"2016/09/27","182.0000","3713830.0000","180.5800","182.1400","180.2420"
"2016/09/26","180.7500","2638563.0000","181.5100","181.5500","180.5800"
"2016/09/23","182.4200","1488232.0000","183.4100","183.5200","182.2900"
"2016/09/22","183.6600","2322233.0000","183.6600","184.2600","183.3200"
"2016/09/21","182.6600","4495185.0000","181.6600","182.8400","180.9600"
"2016/09/20","181.0500","1997063.0000","181.8100","182.0400","181.0300"
"2016/09/19","180.9800","2259438.0000","181.8800","182.3200","180.6700"
"2016/09/16","180.9700","2844006.0000","181.5000","181.5000","180.4400"
"2016/09/15","182.2600","3985559.0000","180.3700","182.6200","180.2300"
"2016/09/14","180.4300","2987875.0000","180.8400","181.7400","180.0100"
"2016/09/13","180.8000","7477066.0000","182.0600","182.3200","180.3800"
"2016/09/12","183.3000","7054253.0000","180.0900","183.6400","179.9300"
"2016/09/09","180.9100","8237207.0000","183.5700","183.7500","180.9100"
"2016/09/08","184.8200","2229427.0000","184.6800","185.1100","184.4800"
"2016/09/07","185.3200","1803576.0000","185.3700","185.4000","184.7800"
"2016/09/06","185.3200","2152326.0000","185.1100","185.4900","184.4500"
"2016/09/02","184.8600","2652709.0000","184.9400","185.4200","184.3200"
"2016/09/01","184.1000","3003850.0000","183.7300","184.2800","182.9000"
"2016/08/31","183.9400","1875930.0000","184.2500","184.3600","183.2700"
"2016/08/30","184.5100","1866445.0000","184.9300","185.1500","184.0200"
"2016/08/29","184.8300","2224751.0000","183.8300","185.0400","183.8300"
"2016/08/26","183.8200","3402954.0000","184.6200","185.5400","183.1400"
"2016/08/25","184.3700","2034942.0000","184.2800","184.7900","184.1000"
"2016/08/24","184.6600","1882882.0000","185.0600","185.2000","184.2850"
"2016/08/23","185.3000","1648119.0000","185.7000","186.1300","185.2500"
"2016/08/22","185.1200","3152416.0000","184.9500","185.5119","184.4600"
"2016/08/19","185.3200","2365457.0000","185.3000","185.6450","184.7200"
"2016/08/18","186.3400","2571055.0000","185.9700","186.4100","185.7200"
"2016/08/17","186.1000","2952045.0000","185.7700","186.2250","185.0900"
"2016/08/16","185.7600","1613579.0000","186.1700","186.3700","185.7200"
"2016/08/15","186.5200","1561492.0000","186.4000","186.8790","186.3300"
"2016/08/12","185.9000","2514747.0000","186.1400","186.2500","185.5185"
"2016/08/11","186.3000","2188601.0000","185.7000","186.5800","185.6000"
"2016/08/10","185.1200","1618377.0000","185.4000","185.7819","184.8400"
"2016/08/09","185.3500","1903742.0000","185.3800","185.8600","185.0600"
"2016/08/08","185.2800","2076267.0000","185.5000","185.7000","185.0200"
"2016/08/05","185.2600","4187136.0000","184.4000","185.2800","183.4290"
"2016/08/04","183.4500","2368275.0000","183.5000","183.8900","183.1500"
"2016/08/03","183.3600","3007478.0000","182.8500","183.4300","182.7100"
"2016/08/02","182.9700","5139112.0000","183.7000","183.8798","182.3100"
"2016/08/01","183.8700","3293927.0000","184.3500","184.5200","183.3800"
"2016/07/29","184.1300","4203004.0000","183.8500","184.5000","183.5400"
"2016/07/28","184.3800","2897413.0000","184.2800","184.6600","183.5200"
"2016/07/27","184.5800","4146108.0000","185.1400","185.2800","184.1100"
"2016/07/26","184.6000","4743811.0000","184.6100","185.0200","183.7000"
"2016/07/25","184.8100","2316538.0000","185.2700","185.3000","184.3700"
"2016/07/22","185.5100","3078242.0000","185.0000","185.5700","184.7600"
"2016/07/21","184.9800","2835965.0000","185.5400","185.7300","184.5400"
"2016/07/20","185.7800","2152175.0000","185.9000","186.0800","185.3900"
"2016/07/19","185.4200","2043232.0000","185.0100","185.4200","184.8200"
"2016/07/18","185.0800","2134277.0000","184.8300","185.3800","184.7100"
"2016/07/15","184.8800","3836011.0000","185.3500","185.5000","184.4500"
"2016/07/14","184.9600","3352595.0000","185.0600","185.2700","184.5674"
"2016/07/13","183.6000","2390153.0000","183.6800","183.8000","183.0500"
"2016/07/12","183.3900","3127502.0000","183.0100","183.6200","182.7800"
"2016/07/11","182.1200","2358447.0000","181.8600","182.7200","181.7800"
"2016/07/08","181.3000","5176193.0000","180.0100","181.5600","179.9800"
"2016/07/07","178.7900","2337314.0000","179.1500","179.7233","178.0400"
"2016/07/06","178.9800","5395250.0000","177.6100","179.1000","176.9600"
"2016/07/05","178.2100","3232144.0000","178.5800","178.6800","177.6600"
"2016/07/01","179.3100","3996563.0000","178.7800","179.8000","178.7800"
"2016/06/30","179.0000","5060126.0000","177.0500","179.0800","176.8600"
"2016/06/29","176.6400","5576668.0000","175.1600","176.8200","175.0000"
"2016/06/28","173.8200","5641710.0000","172.8500","173.8600","172.2000"
"2016/06/27","171.2000","7686471.0000","172.4800","172.4800","170.3700"
"2016/06/24","173.7600","11375440.0000","174.5500","176.6800","173.3000"
"2016/06/23","179.8100","2923767.0000","179.0200","179.8300","178.6700"
"2016/06/22","177.5700","2958775.0000","178.2300","178.9480","177.4300"
"2016/06/21","178.0600","1854320.0000","178.1200","178.5300","177.7300"
"2016/06/20","177.8000","2958311.0000","178.4000","179.2300","177.7600"
"2016/06/17","176.5200","2597461.0000","177.1500","177.1500","175.7700"
"2016/06/16","177.4600","5572678.0000","175.7300","177.6650","174.8000"
"2016/06/15","176.5700","2470070.0000","177.2500","177.8400","176.3800"
"2016/06/14","176.8100","3643140.0000","177.0000","177.4200","175.9993"
"2016/06/13","177.3600","5109684.0000","178.0000","179.0000","177.3600"
"2016/06/10","178.7100","4121082.0000","178.7000","179.2400","178.1100"
"2016/06/09","179.8800","2141614.0000","179.3700","180.0400","179.1400"
"2016/06/08","180.0600","1713061.0000","179.6700","180.1800","179.5400"
"2016/06/07","179.3800","1571961.0000","179.4600","179.9900","179.3400"
"2016/06/06","179.1800","2720256.0000","178.4900","179.4600","178.4100"
"2016/06/03","178.0600","4367103.0000","177.8700","178.2900","176.8350"
"2016/06/02","178.2800","1964959.0000","177.3000","178.3100","176.9800"
"2016/06/01","177.7300","2481100.0000","176.9800","177.9750","176.5500"
"2016/05/31","177.6500","2393659.0000","178.9800","178.9800","177.1300"
"2016/05/27","178.5000","1628191.0000","178.2200","178.5900","178.0600"
"2016/05/26","178.0800","2262872.0000","178.4900","178.6900","177.8200"
"2016/05/25","178.2800","2724666.0000","177.5000","178.7400","177.4500"
"2016/05/24","176.8600","2796099.0000","175.7600","177.2349","175.6500"
"2016/05/23","174.7800","1727953.0000","174.8400","175.3300","174.6000"
"2016/05/20","174.7600","2749230.0000","174.7200","175.5400","174.5100"
"2016/05/19","174.6800","5089495.0000","174.9500","175.2000","173.6700"
"2016/05/18","175.6300","4097810.0000","175.0800","176.7300","174.5300"
"2016/05/17","175.5600","3348817.0000","176.9100","177.2400","174.9200"
"2016/05/16","177.2600","2393280.0000","175.6900","177.7000","175.5800"
"2016/05/13","175.4800","3336332.0000","176.9000","177.5200","175.2600"
"2016/05/12","177.4200","2534228.0000","177.8100","178.1200","176.4000"
"2016/05/11","177.2992","2696010.0000","178.7000","178.9400","177.2600"
"2016/05/10","179.2000","2860429.0000","177.7200","179.2700","177.6400"
"2016/05/09","176.9800","1919564.0000","177.2500","177.7600","176.6200"
"2016/05/06","177.3400","2940804.0000","175.6900","177.4000","175.6800"
"2016/05/05","176.4408","1777289.0000","176.8300","177.2200","176.0000"
"2016/05/04","176.3200","3445910.0000","176.3800","177.2100","175.9000"
"2016/05/03","177.3000","4642347.0000","177.4800","177.8300","176.4800"
"2016/05/02","178.7000","2462085.0000","178.0800","178.9100","177.5100"
"2016/04/29","177.5900","5494406.0000","177.4000","177.9500","176.2900"
"2016/04/28","178.2000","3543458.0000","179.0600","180.1500","177.7400"
"2016/04/27","180.2500","3563574.0000","179.1200","180.6500","178.9900"
"2016/04/26","179.6400","2237918.0000","179.8400","180.2600","179.1100"
"2016/04/25","179.5400","2484464.0000","179.2300","179.5900","178.3300"
"2016/04/22","179.9000","2410190.0000","179.6100","180.0800","178.8700"
"2016/04/21","179.7000","2759523.0000","180.6400","180.8800","179.4200"
"2016/04/20","180.7500","2626102.0000","180.0000","181.4200","180.0000"
"2016/04/19","180.3200","2987499.0000","180.1400","180.7700","179.5900"
"2016/04/18","179.7800","2561521.0000","178.1300","179.8300","178.1000"
"2016/04/15","178.6800","3799803.0000","178.9900","179.1400","178.4134"
"2016/04/14","179.1100","3688998.0000","179.0300","179.5000","178.7480"
"2016/04/13","178.9200","5397929.0000","178.0000","179.0200","177.9200"
"2016/04/12","177.0900","3587813.0000","175.7300","177.2800","175.3600"
"2016/04/11","175.4400","3236894.0000","176.1200","177.1700","175.4090"
"2016/04/08","175.6600","2565419.0000","176.2500","176.8100","175.1100"
"2016/04/07","175.2900","5250404.0000","175.7800","176.2300","174.6800"
"2016/04/06","177.0400","4085271.0000","175.8600","177.0900","175.2400"
"2016/04/05","175.8200","5438842.0000","176.0800","176.9600","175.5700"
"2016/04/04","177.1200","2312395.0000","177.6300","177.8800","176.8800"
"2016/04/01","177.7200","4024778.0000","175.7100","177.8500","175.4100"
"2016/03/31","176.6400","3154935.0000","176.9300","177.3000","176.4300"
"2016/03/30","176.8900","3857691.0000","177.1100","177.6500","176.5100"
"2016/03/29","176.0700","5579314.0000","174.4900","176.1800","174.0600"
"2016/03/28","175.1200","3097863.0000","175.1300","175.5900","174.6600"
"2016/03/24","174.9400","5102015.0000","173.8500","174.9400","173.7011"
"2016/03/23","174.8100","5036159.0000","175.2200","175.5500","174.6000"
"2016/03/22","175.7000","3977750.0000","175.3000","176.2600","175.1510"
"2016/03/21","176.0100","2883275.0000","175.6200","176.2100","175.2500"
"2016/03/18","175.6900","5111314.0000","175.2700","175.9500","175.0400"
"2016/03/17","174.9400","4069314.0000","173.4600","175.4100","173.0800"
"2016/03/16","173.4700","3551504.0000","172.2100","173.9400","172.1650"
"2016/03/15","172.6400","2431168.0000","171.6100","172.6700","171.3200"
"2016/03/14","172.4108","2658141.0000","171.7000","172.8900","171.7000"
"2016/03/11","172.2308","3673171.0000","171.4700","172.3418","171.4194"
"2016/03/10","170.0592","4865776.0000","170.6700","171.4000","168.3000"
"2016/03/09","170.0200","3581521.0000","170.4100","170.5900","169.5400"
"2016/03/08","169.6200","2829192.0000","169.8000","170.7599","169.2200"
"2016/03/07","170.6200","3232103.0000","169.3700","170.9300","169.3000"
"2016/03/04","170.0200","3524824.0000","169.5300","170.5500","168.9200"
"2016/03/03","169.3500","2967183.0000","168.7300","169.3900","168.1200"
"2016/03/02","168.8900","3104089.0000","168.0200","168.9300","167.5500"
"2016/03/01","168.5200","3907965.0000","166.0100","168.5900","165.7100"
"2016/02/29","164.9600","3478082.0000","166.1600","167.2100","164.9600"
"2016/02/26","166.2800","3795935.0000","167.8400","167.9500","166.1200"
"2016/02/25","166.8400","5261309.0000","165.0300","166.8400","164.4000"
"2016/02/24","164.6700","7999608.0000","162.6000","164.9000","161.4680"
"2016/02/23","164.1508","6048904.0000","165.6100","165.7600","163.8400"
"2016/02/22","165.9400","3450123.0000","165.3500","166.4600","165.1300"
"2016/02/19","163.7000","4660565.0000","163.1800","163.8100","162.5900"
"2016/02/18","164.5200","5171777.0000","165.3300","165.4500","164.2900"
"2016/02/17","164.9300","5582793.0000","163.4300","165.2600","163.3300"
"2016/02/16","162.2000","5447504.0000","161.7600","162.2900","160.6200"
"2016/02/12","159.9800","7071485.0000","158.1600","159.9800","157.6600"
"2016/02/11","156.8000","14797120.0000","156.8000","158.0200","155.2600"
"2016/02/10","159.3900","8192380.0000","160.9800","162.3000","159.2300"
"2016/02/09","160.2400","11445550.0000","158.5400","161.4600","158.5100"
"2016/02/08","160.3500","13371670.0000","160.1100","160.8100","158.0500"
"2016/02/05","161.9400","8292084.0000","163.8700","164.0100","161.2200"
"2016/02/04","164.1400","11714520.0000","162.8200","164.8000","162.5800"
"2016/02/03","163.2000","14241840.0000","162.4200","163.7500","159.4800"
"2016/02/02","161.4100","7899554.0000","162.7000","162.7000","160.9400"
"2016/02/01","164.3400","6975988.0000","163.3900","164.9700","162.8200"
"2016/01/29","164.3700","6180097.0000","161.6100","164.4300","161.3300"
"2016/01/28","160.5100","8604251.0000","160.6800","160.9000","158.4700"
"2016/01/27","159.3000","10100880.0000","160.5700","162.2300","158.6100"
"2016/01/26","161.5400","5943069.0000","159.5000","161.7200","159.4900"
"2016/01/25","158.7000","5777012.0000","160.4100","160.7200","158.6700"
"2016/01/22","160.7900","7390021.0000","160.9100","161.2400","159.6200"
"2016/01/21","158.6000","16765040.0000","157.8100","160.2900","156.8800"
"2016/01/20","157.6100","16419720.0000","157.2500","158.8800","154.3782"
"2016/01/19","160.0200","10227980.0000","161.4500","161.6200","158.8100"
"2016/01/15","159.6800","19968250.0000","159.2600","160.5800","158.2300"
"2016/01/14","163.5900","14716350.0000","162.0200","164.6900","160.6100"
"2016/01/13","161.3500","16348660.0000","165.5400","165.8400","161.0700"
"2016/01/12","164.9500","10242850.0000","165.1900","165.7800","163.0500"
"2016/01/11","163.8300","12352580.0000","164.1600","164.5000","162.1500"
"2016/01/08","163.2400","12506920.0000","165.9600","166.3900","163.0000"
"2016/01/07","164.9600","15382630.0000","165.9600","167.9400","164.4800"
"2016/01/06","168.9400","8712077.0000","168.9200","169.9700","168.0100"
"2016/01/05","171.3900","9408610.0000","171.6900","171.7400","170.1700"
"2016/01/04","171.2900","14342570.0000","171.0500","171.3200","169.3500"
"2015/12/31","173.9900","5773054.0000","175.0900","175.6500","173.9701"
"2015/12/30","175.8000","2906881.0000","176.5700","176.7200","175.6200"
"2015/12/29","176.9800","6140097.0000","176.1900","177.2507","176.0000"
"2015/12/28","174.9800","2932209.0000","174.4900","175.1300","174.1200"
"2015/12/24","175.2200","1765067.0000","175.6600","175.8200","175.1800"
"2015/12/23","175.8100","6454649.0000","175.2200","175.8200","174.7600"
"2015/12/22","174.0100","6002338.0000","173.1000","174.2800","172.1799"
"2015/12/21","172.2500","6466300.0000","172.2800","172.5600","170.9100"
"2015/12/18","171.0000","10941200.0000","173.8400","173.9100","170.8900"
"2015/12/17","175.1000","8494233.0000","178.1500","178.1900","175.0900"
"2015/12/16","177.6400","11274780.0000","176.4300","178.0000","174.9700"
"2015/12/15","175.4600","8038853.0000","174.9100","176.4500","174.9100"
"2015/12/14","173.9000","12301240.0000","172.9700","173.9500","171.5200"
"2015/12/11","172.7300","8890632.0000","173.6500","174.3800","172.4542"
"2015/12/10","175.8800","5612815.0000","175.1800","177.1300","174.8500"
"2015/12/09","174.9900","9541812.0000","175.4400","177.7600","174.0800"
"2015/12/08","175.7708","6886351.0000","175.6800","176.8600","174.9200"
"2015/12/07","177.3400","5647049.0000","178.0200","178.0800","176.4200"
"2015/12/04","178.4200","6252260.0000","175.2500","178.6800","175.1400"
"2015/12/03","174.8300","7004603.0000","177.6600","177.8400","174.2600"
"2015/12/02","177.2900","7426376.0000","178.6400","179.0400","177.0800"
"2015/12/01","178.8100","6056351.0000","177.9200","178.9000","177.6400"
"2015/11/30","177.2300","3576021.0000","178.1300","178.3290","177.1300"
"2015/11/27","177.9000","2878237.0000","177.8000","178.1800","177.3600"
"2015/11/25","177.9300","2226561.0000","178.0100","178.3300","177.7900"
"2015/11/24","177.9800","4369886.0000","176.6700","178.4100","176.6100"
"2015/11/23","177.7400","2596485.0000","177.8800","178.4800","177.3000"
"2015/11/20","178.0600","7729990.0000","178.1700","178.9700","177.6600"
"2015/11/19","177.6600","5451612.0000","177.1800","178.0500","177.1500"
"2015/11/18","177.7300","6252772.0000","175.6800","177.8405","175.6670"
"2015/11/17","175.1600","6607938.0000","175.6000","176.2500","174.7600"
"2015/11/16","175.0200","5003007.0000","172.5000","175.0600","172.1500"
"2015/11/13","172.6100","8006234.0000","174.0700","174.5500","172.5500"
"2015/11/12","174.6700","6159159.0000","176.0900","176.3500","174.5900"
"2015/11/11","177.2100","2860105.0000","178.1700","178.2400","177.1100"
"2015/11/10","177.7800","4837458.0000","176.9800","177.8600","176.7300"
"2015/11/09","177.4200","7961848.0000","178.5000","178.6000","176.7300"
"2015/11/06","179.1400","7641131.0000","178.4900","179.1700","177.7100"
"2015/11/05","178.6400","5007721.0000","178.7500","179.2500","177.7311"
"2015/11/04","178.6500","6870234.0000","179.5700","179.5900","178.1900"
"2015/11/03","179.0700","4246444.0000","177.9200","179.6000","177.8000"
"2015/11/02","178.1200","4178112.0000","176.8700","178.2900","176.7300"
"2015/10/30","176.4900","6526186.0000","177.6400","177.8300","176.4500"
"2015/10/29","177.3800","4725407.0000","177.0300","177.7100","176.6790"
"2015/10/28","177.6800","7338139.0000","176.0100","177.6800","175.3600"
"2015/10/27","175.6700","4693852.0000","175.3300","176.1900","175.2400"
"2015/10/26","176.0200","3795099.0000","176.2400","176.4600","175.8700"
"2015/10/23","176.3700","7638664.0000","176.0000","176.6400","175.3700"
"2015/10/22","174.8000","8548402.0000","172.5600","174.9100","172.4700"
"2015/10/21","171.4800","5800323.0000","172.4400","172.9500","171.3300"
"2015/10/20","172.0100","4140102.0000","171.5900","172.3900","171.2400"
"2015/10/19","172.1200","4857461.0000","171.2800","172.1300","171.0400"
"2015/10/16","171.8800","8312188.0000","171.4400","171.9600","170.8200"
"2015/10/15","171.3200","9635128.0000","169.4000","171.3200","169.1900"
"2015/10/14","169.0700","5422717.0000","170.5000","170.9500","168.7200"
"2015/10/13","170.6400","5873521.0000","170.2500","171.5800","170.1400"
"2015/10/12","171.1700","2835432.0000","170.7300","171.2300","170.4700"
"2015/10/09","170.7600","5005877.0000","170.6200","170.9700","170.1000"
"2015/10/08","170.3700","8160129.0000","168.6700","170.6600","168.4300"
"2015/10/07","168.9500","8819322.0000","168.6000","169.4800","167.4700"
"2015/10/06","167.6900","6656403.0000","167.7400","168.4300","167.2500"
"2015/10/05","167.5800","6338959.0000","165.7400","167.7800","165.4900"
"2015/10/02","164.5800","11876940.0000","160.3500","164.5800","159.9300"
"2015/10/01","162.4900","6827207.0000","163.0100","163.2900","160.5100"
"2015/09/30","162.6200","7596833.0000","162.0400","162.7500","161.0500"
"2015/09/29","160.2300","9903031.0000","159.9800","160.9600","159.1800"
"2015/09/28","159.7900","10005940.0000","162.0400","162.0600","159.5800"
"2015/09/25","162.8800","10472130.0000","163.8400","164.4300","162.0600"
"2015/09/24","161.8700","8436254.0000","161.1200","162.2400","159.9300"
"2015/09/23","162.5900","4552039.0000","163.2600","163.3800","161.8800"
"2015/09/22","163.0000","8965602.0000","162.6200","163.3600","161.9800"
"2015/09/21","164.9000","7762555.0000","164.6700","165.5600","163.6700"
"2015/09/18","163.5400","10250220.0000","164.0000","165.2400","163.2000"
"2015/09/17","166.8100","14264460.0000","167.4200","169.4400","166.4800"
"2015/09/16","167.5100","5510636.0000","166.4600","167.6500","166.0000"
"2015/09/15","166.1100","6515288.0000","164.3600","166.5300","163.9700"
"2015/09/14","163.7700","4572338.0000","164.4600","164.5800","163.3700"
"2015/09/11","164.3900","6199578.0000","162.9000","164.4400","162.5100"
"2015/09/10","163.3900","8326194.0000","162.5400","164.5000","162.1500"
"2015/09/09","162.5200","7861011.0000","166.5300","166.7100","162.2300"
"2015/09/08","164.9100","6821249.0000","163.8100","165.0300","163.2800"
"2015/09/04","160.9700","8650241.0000","161.4200","161.9500","160.2400"
"2015/09/03","163.6700","8023458.0000","164.3300","165.4900","163.1300"
"2015/09/02","163.4600","8257073.0000","162.9300","163.4800","161.2900"
"2015/09/01","160.4600","14260950.0000","161.4000","162.6200","159.7400"
"2015/08/31","165.1800","6360349.0000","165.3500","166.1800","164.3236"
"2015/08/28","166.3300","8114912.0000","165.7200","166.6200","165.2400"
"2015/08/27","166.4500","15209280.0000","164.8600","166.4900","163.0400"
"2015/08/26","162.6600","19882030.0000","160.3900","162.8999","157.6700"
"2015/08/25","156.4900","19333150.0000","163.3300","163.6800","156.2900"
"2015/08/24","158.3800","35092960.0000","155.9000","163.4500","150.5650"
"2015/08/21","164.4100","18838760.0000","167.7900","168.6700","164.4100"
"2015/08/20","170.2200","12310980.0000","172.2500","172.5500","170.2200"
"2015/08/19","173.7400","10975340.0000","174.3300","175.4900","173.1200"
"2015/08/18","175.3300","4050392.0000","175.2800","175.9300","175.0800"
"2015/08/17","175.7000","4055384.0000","174.2400","175.7300","173.6200"
"2015/08/14","174.9000","3511786.0000","174.1700","175.0800","174.0600"
"2015/08/13","174.3100","6562745.0000","173.9900","174.9700","173.5500"
"2015/08/12","174.2100","8821705.0000","172.8300","174.4000","171.4000"
"2015/08/11","174.1100","6760020.0000","174.5900","174.8900","173.5800"
"2015/08/10","176.1900","4502213.0000","174.8000","176.3200","174.8000"
"2015/08/07","173.8400","6157623.0000","173.8900","174.1200","172.8000"
"2015/08/06","174.2200","5372798.0000","175.4800","175.6500","173.6500"
"2015/08/05","175.3600","4565428.0000","175.8400","176.5200","175.0320"
"2015/08/04","175.3200","4045046.0000","175.7900","176.1300","174.8277"
"2015/08/03","175.7500","4530179.0000","176.8200","176.8710","174.7350"
"2015/07/31","176.6800","4483543.0000","177.6700","177.7300","176.4900"
"2015/07/30","177.2200","3655126.0000","177.0400","177.3900","176.1300"
"2015/07/29","177.2600","4174584.0000","176.3300","177.5600","176.1700"
"2015/07/28","176.1100","5625749.0000","174.8600","176.2800","174.3000"
"2015/07/27","174.2300","5367489.0000","174.4700","174.7800","173.7801"
"2015/07/24","175.5200","4589957.0000","177.2300","177.2500","175.3100"
"2015/07/23","177.1600","4962655.0000","178.3300","178.3300","176.8300"
"2015/07/22","178.3000","3811141.0000","178.4300","178.9200","177.8400"
"2015/07/21","178.9700","5024121.0000","179.6900","179.7100","178.4300"
"2015/07/20","180.6900","2960920.0000","180.9500","181.1000","180.3600"
"2015/07/17","180.5400","2762340.0000","180.4900","180.6150","180.0100"
"2015/07/16","181.0700","2482898.0000","181.2000","181.2500","180.5000"
"2015/07/15","180.3400","3382330.0000","180.3200","180.7200","179.9000"
"2015/07/14","180.3300","2747908.0000","179.4500","180.5400","179.3100"
"2015/07/13","179.6000","3873692.0000","178.8300","179.7000","178.7999"
"2015/07/10","177.4100","4504131.0000","177.2200","177.8000","176.6200"
"2015/07/09","175.2600","4563233.0000","177.1500","177.4700","175.2100"
"2015/07/08","175.0000","6847865.0000","176.1100","176.4400","174.7800"
"2015/07/07","177.6300","7782499.0000","176.8800","177.7300","174.4400"
"2015/07/06","176.6800","3746132.0000","175.5900","177.1400","175.3400"
"2015/07/02","177.0500","4008025.0000","177.7900","178.0500","176.6500"
"2015/07/01","177.4000","4134554.0000","177.5700","177.8200","176.5800"
"2015/06/30","175.8200","9149600.0000","177.0000","177.0100","175.4500"
"2015/06/29","175.6400","8882143.0000","177.6000","178.2100","175.5900"
"2015/06/26","179.1300","4850667.0000","179.2100","179.8300","178.6800"
"2015/06/25","178.6500","3600839.0000","180.0500","180.1200","178.5900"
"2015/06/24","179.4100","4323416.0000","180.5600","180.9700","179.3900"
"2015/06/23","181.1200","3116603.0000","181.1200","181.5700","180.7500"
"2015/06/22","180.9200","4048255.0000","181.0300","181.5000","180.6700"
"2015/06/19","179.7600","3962733.0000","180.6400","180.7400","179.7300"
